course_ref,course_id,course_name,status,announcement_id,announcement_url,published,delayed_post_at,dry_run,error
33896,33896,EXTENSAO V,success,123468,https://unifil.test.instructure.com/courses/33896/discussion_topics/123468,True,,False,
