course_ref,course_id,course_name,status,announcement_id,announcement_url,published,delayed_post_at,dry_run,error
33912,33912,GERENCIAMENTO DE PROJETOS,success,123470,https://unifil.test.instructure.com/courses/33912/discussion_topics/123470,True,,False,
