course_ref,course_id,course_name,strategy_requested,strategy_used,students_found,duplicates_skipped,recipients_targeted,recipients_sent,batch_count,status,conversation_ids,dry_run,messageable_context,error
33860,33860,INTRODUCAO AO PYTHON,users,users,35,0,35,35,1,success,"1294313,1294312,1294311,1294310,1294309,1294308,1294307,1294306,1294305,1294304,1294303,1294302,1294301,1294300,1294299,1294298,1294297,1294296,1294295,1294294,1294293,1294292,1294291,1294290,1294289,1294288,1294287,1294286,1294285,1294284,1294283,1294282,1294281,1294280,1294279",False,True,
