course_ref,course_id,course_name,status,announcement_id,announcement_url,published,delayed_post_at,dry_run,error
33860,33860,INTRODUCAO AO PYTHON,success,123469,https://unifil.test.instructure.com/courses/33860/discussion_topics/123469,True,,False,
